season,week,game_type,home_team,away_team,elo_home_pre,elo_away_pre,home_rest,away_rest,div_game,home_team_win,elo_diff,week_norm,sample_weight
1999,13,REG,CIN,SF,1390.6792,1404.7805,7,6,0,1,28.098699999999965,0.6190476190476191,1.0
1999,13,REG,DEN,KC,1472.4509,1524.887,13,7,1,0,-10.236099999999894,0.6190476190476191,1.0
1999,13,REG,DET,WAS,1537.5941,1534.7795,10,7,0,1,45.01459999999993,0.6190476190476191,1.0
1999,13,REG,MIA,IND,1580.5403,1614.5452,10,7,1,0,8.195099999999869,0.6190476190476191,1.0
1999,13,REG,NE,DAL,1500.2416,1512.8994,7,10,0,1,29.54220000000005,0.6190476190476191,1.0
1999,13,REG,NYG,NYJ,1470.5153,1473.7825,7,7,0,1,38.9328,0.6190476190476191,1.0
1999,13,REG,LV,SEA,1473.5243,1579.2696,7,7,1,1,-63.54530000000004,0.6190476190476191,1.0
1999,13,REG,LAC,CLE,1436.0308,1388.9308,7,7,0,1,89.29999999999991,0.6190476190476191,1.0
1999,13,REG,TB,MIN,1558.8535,1552.8423,8,8,1,1,48.21119999999992,0.6190476190476191,1.0
1999,14,REG,TEN,LV,1581.9555,1497.142,4,4,0,1,127.01349999999998,0.6666666666666666,1.0
1999,14,REG,BUF,NYG,1565.7527,1488.2835,14,7,0,0,119.6692,0.6666666666666666,1.0
1999,14,REG,CIN,CLE,1409.0652,1373.961,7,7,1,1,77.3042,0.6666666666666666,1.0
1999,14,REG,DAL,PHI,1494.5959,1408.5628,7,7,1,1,128.2331000000001,0.6666666666666666,1.0
1999,14,REG,GB,CAR,1531.8866,1471.6078,7,7,0,0,102.47880000000005,0.6666666666666666,1.0
1999,14,REG,IND,NE,1635.0169,1518.5451,7,7,1,1,158.67180000000002,0.6666666666666666,1.0
1999,14,REG,KC,MIN,1544.2979,1535.5999,7,6,0,1,50.898000000000096,0.6666666666666666,1.0
1999,14,REG,NO,LA,1369.9096,1606.5157,7,7,1,0,-194.40609999999998,0.6666666666666666,1.0
1999,14,REG,NYJ,MIA,1456.0143,1560.0686,7,7,1,1,-61.85430000000001,0.6666666666666666,1.0
1999,14,REG,PIT,BAL,1453.6181,1484.1102,10,7,1,0,11.707899999999839,0.6666666666666666,1.0
1999,14,REG,SEA,LAC,1555.6519,1451.0006,7,7,1,0,146.85129999999998,0.6666666666666666,1.0
1999,14,REG,SF,ATL,1386.3945,1417.955,7,7,1,1,10.639500000000183,0.6666666666666666,1.0
1999,14,REG,TB,DET,1576.0959,1555.0173,6,7,1,1,63.278600000000054,0.6666666666666666,1.0
1999,14,REG,WAS,ARI,1517.3563,1512.586,7,7,1,1,46.97029999999991,0.6666666666666666,1.0
1999,14,REG,JAX,DEN,1637.0695,1453.04,11,8,0,1,226.2295000000001,0.6666666666666666,1.0
1999,15,REG,CAR,SF,1497.3416,1405.7822,6,6,1,1,133.75939999999986,0.7142857142857143,1.0
1999,15,REG,KC,PIT,1561.3888,1432.9444,6,6,0,1,170.64439999999985,0.7142857142857143,1.0
1999,15,REG,ARI,BUF,1495.2735,1539.1241,7,7,0,0,-1.650599999999983,0.7142857142857143,1.0
1999,15,REG,BAL,NO,1504.7839,1360.0624,7,7,0,1,186.92149999999987,0.7142857142857143,1.0
1999,15,REG,CHI,DET,1451.3237,1538.6202,14,7,1,1,-45.09650000000015,0.7142857142857143,1.0
1999,15,REG,CLE,JAX,1358.339,1645.6208,7,6,1,0,-245.0818,0.7142857142857143,1.0
1999,15,REG,DAL,NYJ,1507.5321,1479.5378,7,7,0,0,70.19429999999984,0.7142857142857143,1.0
