season,week,game_type,home_team,away_team,elo_home_pre,elo_away_pre,p_home_pre,p_away_pre,played,home_score,away_score,result,elo_home_post,elo_away_post
2026,9,REG,BAL,JAX,1537.95,1557.14,0.5331,0.4669,False,,,,1537.95,1557.14
2026,9,REG,ATL,CIN,1477.6,1485.21,0.5496,0.4504,False,,,,1477.6,1485.21
2026,9,REG,CAR,DEN,1439.56,1570.69,0.3747,0.6253,False,,,,1439.56,1570.69
2026,9,REG,IND,DAL,1452.54,1454.01,0.5583,0.4417,False,,,,1452.54,1454.01
2026,9,REG,KC,NYJ,1505.32,1423.83,0.6709,0.3291,False,,,,1505.32,1423.83
2026,9,REG,MIA,DET,1452.32,1556.34,0.412,0.588,False,,,,1452.32,1556.34
2026,9,REG,NO,CLE,1439.0,1425.83,0.579,0.421,False,,,,1439.0,1425.83
2026,9,REG,PHI,NYG,1569.14,1440.1,0.7282,0.2718,False,,,,1569.14,1440.1
2026,9,REG,WAS,LA,1454.07,1553.93,0.4178,0.5822,False,,,,1454.07,1553.93
2026,9,REG,LAC,HOU,1504.2,1559.09,0.4817,0.5183,False,,,,1504.2,1559.09
2026,9,REG,SF,LV,1582.67,1412.79,0.7722,0.2278,False,,,,1582.67,1412.79
2026,9,REG,NE,GB,1578.03,1503.0,0.6626,0.3374,False,,,,1578.03,1503.0
2026,9,REG,SEA,ARI,1658.13,1428.22,0.8273,0.1727,False,,,,1658.13,1428.22
2026,9,REG,CHI,TB,1549.55,1458.75,0.6826,0.3174,False,,,,1549.55,1458.75
2026,9,REG,MIN,BUF,1561.0,1601.57,0.5024,0.4976,False,,,,1561.0,1601.57
