season,week,game_type,home_team,away_team,elo_home_pre,elo_away_pre,p_home_pre,p_away_pre,played,home_score,away_score,result,elo_home_post,elo_away_post
2026,18,REG,ARI,SF,1428.22,1582.67,0.3439,0.6561,False,,,,1428.22,1582.67
2026,18,REG,BAL,PIT,1537.95,1537.59,0.561,0.439,False,,,,1537.95,1537.59
2026,18,REG,BUF,NYJ,1601.57,1423.83,0.7801,0.2199,False,,,,1601.57,1423.83
2026,18,REG,CAR,ATL,1439.56,1477.6,0.506,0.494,False,,,,1439.56,1477.6
2026,18,REG,CIN,CLE,1485.21,1425.83,0.6422,0.3578,False,,,,1485.21,1425.83
2026,18,REG,DEN,LAC,1570.69,1504.2,0.6515,0.3485,False,,,,1570.69,1504.2
2026,18,REG,GB,DET,1503.0,1556.34,0.484,0.516,False,,,,1503.0,1556.34
2026,18,REG,HOU,TEN,1559.09,1370.06,0.791,0.209,False,,,,1559.09,1370.06
2026,18,REG,IND,JAX,1452.54,1557.14,0.4111,0.5889,False,,,,1452.54,1557.14
2026,18,REG,KC,LV,1505.32,1412.79,0.6847,0.3153,False,,,,1505.32,1412.79
2026,18,REG,LA,SEA,1553.93,1658.13,0.4117,0.5883,False,,,,1553.93,1658.13
2026,18,REG,MIN,CHI,1561.0,1549.55,0.5766,0.4234,False,,,,1561.0,1549.55
2026,18,REG,NE,MIA,1578.03,1452.32,0.7244,0.2756,False,,,,1578.03,1452.32
2026,18,REG,NO,TB,1439.0,1458.75,0.5323,0.4677,False,,,,1439.0,1458.75
2026,18,REG,NYG,PHI,1440.1,1569.14,0.3776,0.6224,False,,,,1440.1,1569.14
2026,18,REG,WAS,DAL,1454.07,1454.01,0.5605,0.4395,False,,,,1454.07,1454.01
